#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
   124.1       0.270857      -0.435683         1.5513       0.301115
   124.2       0.383991      -0.959875        2.28018       0.300533
   124.3       0.462733        -1.5484        7.37963       0.299951
   124.4       0.416343      -0.987088       0.714838       0.299371
   124.5       0.396587       -1.13207        3.62255        0.29879
   124.6       0.351466       -1.44618         6.5062       0.298211
   124.7       0.154392      -0.747617        2.45743       0.297632
   124.8      -0.112942        0.22145      -0.010698       0.297054
   124.9      -0.359058       0.831903      0.0358632       0.296476
     125      -0.611013        1.80629        -4.5269         0.2959
   125.1      -0.773563        2.90135       -13.0253       0.295323
   125.2      -0.670402        2.61628       -10.0554       0.294748
   125.3       -0.34287        1.52116       -5.34528       0.294173
   125.4       0.119756      -0.045997       -1.00537       0.293599
   125.5       0.603174       -1.88058        6.89688       0.293025
   125.6       0.925795        -2.8327        10.2545       0.292452
   125.7         1.0403       -2.84642        8.18857        0.29188
   125.8        1.04034       -2.82377        7.26361       0.291309
   125.9       0.935952       -2.55117        6.53072       0.290738
     126       0.738108       -1.96985        5.63257       0.290167
   126.1       0.494848       -1.41356        4.39759       0.289598
   126.2       0.210643      -0.766177         3.1267       0.289029
   126.3      -0.112298       0.164095        1.97553       0.288461
   126.4       -0.42169        1.54119       -7.02937       0.287893
   126.5      -0.522171        1.76102       -8.06802       0.287326
   126.6      -0.417471       0.884538      -0.657055        0.28676
   126.7      -0.298619       0.429163       0.424113       0.286195
   126.8      -0.205995        0.13941        1.37087        0.28563
   126.9      -0.144647       0.109429      -0.783294       0.285066
     127     -0.0766163      -0.135335      -0.227349       0.284502
   127.1     -0.0211911      -0.504128        2.50796       0.283939
   127.2     -0.0359764      -0.570978        3.34321       0.283377
   127.3       -0.15101      -0.274932        4.36303       0.282816
   127.4      -0.391367        1.05657       -2.25944       0.282255
   127.5      -0.564455        2.56634        -13.891       0.281695
   127.6      -0.343602        1.67097       -10.5971       0.281135
   127.7       0.182426        -1.3283        9.58658       0.280576
   127.8       0.525804       -2.49196        10.5167       0.280018
   127.9       0.618192       -2.62062        9.16078       0.279461
     128       0.486763       -2.14828        9.92834       0.278904
   128.1       0.148235      -0.306257       -2.24832       0.278348
   128.2      -0.117103       0.518712       -4.69606       0.277792
   128.3      -0.266219       0.248292        1.61881       0.277238
   128.4       -0.50004       0.883212       0.187589       0.276683
   128.5      -0.812385        2.33937       -5.85102        0.27613
   128.6       -1.01584        3.67992       -15.1375       0.275577
   128.7      -0.876064        3.41717       -17.9371       0.275025
   128.8      -0.353412        0.60127       0.902337       0.274474
   128.9       0.133292       -1.51681        9.76555       0.273923
     129       0.350554       -2.10355        10.1784       0.273373
   129.1       0.301658       -1.41769        4.44089       0.272824
   129.2       0.149553       -0.70777        1.41915       0.272275
   129.3     -0.0198851       -0.26156       0.583504       0.271727
   129.4       -0.21668       0.271345       0.219766        0.27118
   129.5      -0.438317        1.00914      -0.823456       0.270633
   129.6      -0.636518        1.86512       -4.91536       0.270087
   129.7      -0.713477         2.3433       -9.83284       0.269542
   129.8      -0.596256        1.68588       -5.56618       0.268998
   129.9      -0.404703        0.95487       -1.67844       0.268454
     130      -0.210877       0.501348      -0.980197        0.26791
   130.1     -0.0112507      -0.117931        1.98948       0.267368
   130.2       0.146057      -0.255321       -2.20385       0.266826
   130.3       0.340897       -1.11312        3.14902       0.266285
   130.4       0.470408       -1.96647        8.46974       0.265744
   130.5       0.371096       -1.70097          7.514       0.265205
   130.6      0.0422218      -0.189131       0.457421       0.264666
   130.7      -0.295594        1.16698       -5.56159       0.264127
   130.8        -0.4784        1.50881       -5.54901       0.263589
   130.9      -0.540006        1.36259       -3.18283       0.263052
     131      -0.554684        1.23406       -2.69822       0.262516
   131.1      -0.556203        1.15681       -1.76013        0.26198
   131.2      -0.564725        1.40474       -4.10038       0.261445
   131.3       -0.49536        1.23505       -4.74915       0.260911
   131.4      -0.332459       0.356503       0.769461       0.260377
   131.5      -0.224474      -0.176803        4.77809       0.259844
   131.6      -0.257631       0.181683        2.17753       0.259312
   131.7      -0.368313        1.01523       -3.82926        0.25878
   131.8       -0.43354        1.61248       -7.23199        0.25825
   131.9      -0.363842        1.55037       -6.31331       0.257719
     132      -0.150677       0.923715        -3.9896        0.25719
   132.1       0.170011      -0.355813          2.714       0.256661
   132.2       0.435974       -1.20541        5.74601       0.256133
   132.3       0.567169      -0.924217       -2.25373       0.255606
   132.4       0.747085       -1.57554        1.06494       0.255079
   132.5       0.926442       -2.87815        10.6292       0.254553
   132.6       0.857907       -3.04566        13.8947       0.254027
   132.7        0.45215       -1.25927        4.38757       0.253503
   132.8     -0.0559879       0.936683       -7.21963       0.252979
   132.9      -0.392431        1.80847       -7.56969       0.252455
     133      -0.545589         2.0475       -7.80678       0.251933
   133.1      -0.527552        1.45439       -3.21049       0.251411
   133.2      -0.467522        0.70897        3.35683        0.25089
   133.3      -0.536174        1.45314       -3.38371       0.250369
   133.4      -0.563017        2.16957       -7.62776       0.249849
   133.5       -0.37819        2.05423       -11.3097        0.24933
   133.6      0.0903053      0.0128527       -1.48169       0.248811
   133.7       0.559303        -2.1063        11.5744       0.248294
   133.8       0.739666        -1.9161        3.76878       0.247777
   133.9       0.830673       -2.12683        5.60472        0.24726
     134       0.810606       -2.07265        7.39895       0.246744
   134.1        0.66334       -1.06752      -0.367257       0.246229
   134.2       0.575773      -0.995492         2.0503       0.245715
   134.3       0.490569      -0.986571        3.69528       0.245201
   134.4        0.33978      -0.270128       -1.17329       0.244689
   134.5       0.231557       0.081136       -1.51395       0.244176
   134.6       0.182746       0.258925       -1.85356       0.243665
   134.7        0.20936        0.42216       -6.98073       0.243154
   134.8       0.391703        -1.0505        6.56622       0.242644
   134.9       0.429969       -1.23054        5.53244       0.242134
     135       0.300516      -0.417966       0.325264       0.241625
   135.1        0.16714       0.250468       -3.58366       0.241117
   135.2       0.135723       0.173159       -2.06143        0.24061
   135.3       0.160506      -0.170551        1.84884       0.240103
   135.4       0.151923       0.203429       -2.68057       0.239597
   135.5       0.237979      0.0493457       -3.34562       0.239092
   135.6       0.445011       -1.00096        4.87462       0.238587
   135.7       0.619002       -1.58864        5.75424       0.238083
   135.8        0.71884       -1.90893        6.25895        0.23758
   135.9        0.69629       -1.51344        2.94792       0.237078
     136       0.627961        -1.0788         1.2401       0.236576
   136.1       0.579091      -0.798739       -1.47084       0.236075
   136.2       0.602407       -1.32097         3.4662       0.235574
   136.3         0.5719       -1.72151        7.76147       0.235074
   136.4       0.353222      -0.858005         2.9824       0.234575
   136.5      0.0647549       0.470394        -4.5485       0.234077
   136.6      -0.110499       0.897352       -3.72912       0.233579
